customer_id,term,amount,paid_off,id
0,20,1405360,False,0
1,25,634175,False,1
2,10,1291041,False,2
3,10,123987,False,3
4,10,674739,False,4
5,20,133488,False,5
6,5,667366,False,6
7,0,0,True,7
8,20,1161188,False,8
9,20,1877613,False,9
10,0,0,True,10
11,0,0,True,11
12,25,1255994,False,12
13,0,0,True,13
14,20,222987,False,14
15,10,817591,False,15
16,0,0,True,16
17,25,1047085,False,17
18,5,702646,False,18
19,20,1689170,False,19
20,10,1894498,False,20
21,5,1561092,False,21
22,25,178432,False,22
23,20,994296,False,23
24,5,1756734,False,24
25,0,0,True,25
26,0,0,True,26
27,0,0,True,27
28,25,1157096,False,28
29,25,1160918,False,29
30,5,497268,False,30
31,20,224969,False,31
32,0,0,True,32
33,5,1951786,False,33
34,5,1849491,False,34
35,0,0,True,35
36,20,1015973,False,36
37,20,1152575,False,37
38,20,871360,False,38
39,0,0,True,39
40,20,752481,False,40
41,10,1673248,False,41
42,25,1535656,False,42
43,0,0,True,43
44,5,1546761,False,44
45,25,624831,False,45
46,0,0,True,46
47,0,0,True,47
48,0,0,True,48
49,0,0,True,49
50,25,1209005,False,50
51,5,1509734,False,51
52,10,394844,False,52
53,10,1831654,False,53
54,25,1034421,False,54
55,0,0,True,55
56,25,1409559,False,56
57,25,1202547,False,57
58,10,617007,False,58
59,0,0,True,59
60,5,402600,False,60
61,20,692881,False,61
62,25,790256,False,62
63,10,836132,False,63
64,0,0,True,64
65,20,1082371,False,65
66,5,1110010,False,66
67,0,0,True,67
68,20,1496777,False,68
69,0,0,True,69
70,0,0,True,70
71,10,1807653,False,71
72,10,1561981,False,72
73,0,0,True,73
74,20,725957,False,74
75,0,0,True,75
76,5,195991,False,76
77,20,1151728,False,77
78,0,0,True,78
79,25,1082842,False,79
80,10,958638,False,80
81,25,280790,False,81
82,20,1410391,False,82
83,10,430455,False,83
84,10,1803564,False,84
85,20,1435514,False,85
86,20,146875,False,86
87,10,1463891,False,87
88,10,1892189,False,88
89,0,0,True,89
90,10,438745,False,90
91,10,916546,False,91
92,10,222924,False,92
93,5,1580629,False,93
94,0,0,True,94
95,20,202570,False,95
96,25,254135,False,96
97,20,1886685,False,97
98,0,0,True,98
99,25,1351890,False,99
100,20,174896,False,100
101,10,1333378,False,101
102,20,453403,False,102
103,10,1867564,False,103
104,25,797106,False,104
105,0,0,True,105
106,5,1377318,False,106
107,25,1177092,False,107
108,25,1572208,False,108
109,0,0,True,109
110,5,1788898,False,110
111,10,1550417,False,111
112,5,1586854,False,112
113,0,0,True,113
114,5,549464,False,114
115,5,1015407,False,115
116,5,1060934,False,116
117,20,1510518,False,117
118,10,279078,False,118
119,0,0,True,119
120,25,965908,False,120
121,0,0,True,121
122,20,1170947,False,122
123,25,1864842,False,123
124,10,1059381,False,124
125,0,0,True,125
126,10,1891734,False,126
127,10,442627,False,127
128,25,1838470,False,128
129,20,345327,False,129
130,5,180042,False,130
131,10,1620061,False,131
132,0,0,True,132
133,25,416641,False,133
134,5,1527217,False,134
135,25,1060503,False,135
136,25,138891,False,136
137,0,0,True,137
138,20,1380197,False,138
139,5,1265588,False,139
140,5,1619429,False,140
141,25,894001,False,141
142,0,0,True,142
143,20,1688789,False,143
144,0,0,True,144
145,20,1695173,False,145
146,0,0,True,146
147,5,1545333,False,147
148,20,355023,False,148
149,5,1555001,False,149
150,25,418603,False,150
151,25,1333383,False,151
152,10,1396017,False,152
153,5,1406482,False,153
154,20,200731,False,154
155,25,592050,False,155
156,25,444977,False,156
157,0,0,True,157
158,10,1232978,False,158
159,20,897569,False,159
160,10,599267,False,160
161,0,0,True,161
162,5,1963238,False,162
163,5,238286,False,163
164,0,0,True,164
165,0,0,True,165
166,25,732922,False,166
167,10,284687,False,167
168,10,1687312,False,168
169,10,1113541,False,169
170,10,1951762,False,170
171,20,227563,False,171
172,25,1027021,False,172
173,5,538865,False,173
174,0,0,True,174
175,0,0,True,175
176,0,0,True,176
177,5,868134,False,177
178,0,0,True,178
179,25,543952,False,179
180,0,0,True,180
181,25,1139654,False,181
182,25,1217281,False,182
183,10,1428729,False,183
184,0,0,True,184
185,0,0,True,185
186,25,780258,False,186
187,0,0,True,187
188,10,812942,False,188
189,5,1368512,False,189
190,25,698259,False,190
191,5,1461381,False,191
192,25,1537056,False,192
193,5,665745,False,193
194,25,165700,False,194
195,10,317688,False,195
196,5,1356241,False,196
197,0,0,True,197
198,5,1830434,False,198
199,0,0,True,199
200,5,492183,False,200
201,20,928758,False,201
202,10,1977871,False,202
203,10,1111399,False,203
204,0,0,True,204
205,0,0,True,205
206,0,0,True,206
207,20,1259421,False,207
208,0,0,True,208
209,0,0,True,209
210,20,1836342,False,210
211,20,1769028,False,211
212,10,1750441,False,212
213,0,0,True,213
214,20,150606,False,214
215,20,1623570,False,215
216,25,1708348,False,216
217,5,776895,False,217
218,5,408273,False,218
219,25,1506993,False,219
220,0,0,True,220
221,0,0,True,221
222,25,725927,False,222
223,25,1939973,False,223
224,25,256926,False,224
225,10,535817,False,225
226,25,1962259,False,226
227,25,868163,False,227
228,20,1479929,False,228
229,10,1448918,False,229
230,0,0,True,230
231,25,1252811,False,231
232,10,1085051,False,232
233,0,0,True,233
234,0,0,True,234
235,0,0,True,235
236,5,1211918,False,236
237,20,382422,False,237
238,0,0,True,238
239,5,1692581,False,239
240,5,1169291,False,240
241,0,0,True,241
242,10,1213156,False,242
243,10,1153563,False,243
244,20,1379733,False,244
245,20,1785873,False,245
246,5,1276169,False,246
247,0,0,True,247
248,10,872340,False,248
249,0,0,True,249
250,5,1110674,False,250
251,0,0,True,251
252,20,401010,False,252
253,20,1028595,False,253
254,25,847903,False,254
255,10,453254,False,255
256,5,361903,False,256
257,25,500780,False,257
258,5,1350868,False,258
259,0,0,True,259
260,5,1669777,False,260
261,0,0,True,261
262,5,100686,False,262
263,5,1909523,False,263
264,20,651588,False,264
265,5,534658,False,265
266,5,111653,False,266
267,0,0,True,267
268,5,1171397,False,268
269,0,0,True,269
270,25,1682598,False,270
271,10,409044,False,271
272,10,1936527,False,272
273,5,1060493,False,273
274,25,195996,False,274
275,20,428396,False,275
276,25,1430779,False,276
277,25,485668,False,277
278,25,1639929,False,278
279,0,0,True,279
280,20,1402154,False,280
281,10,999454,False,281
282,20,755352,False,282
283,5,1149795,False,283
284,10,1651100,False,284
285,5,1787534,False,285
286,0,0,True,286
287,10,1718324,False,287
288,0,0,True,288
289,20,1820462,False,289
290,10,1728443,False,290
291,25,593633,False,291
292,25,868884,False,292
293,25,1028960,False,293
294,10,1310839,False,294
295,5,1475459,False,295
296,20,1583956,False,296
297,20,1523460,False,297
298,0,0,True,298
299,25,1769727,False,299
300,10,1216180,False,300
301,10,1195795,False,301
302,0,0,True,302
303,0,0,True,303
304,0,0,True,304
305,20,267713,False,305
306,10,576009,False,306
307,20,150250,False,307
308,0,0,True,308
309,0,0,True,309
310,5,1262289,False,310
311,20,528760,False,311
312,25,244693,False,312
313,25,289584,False,313
314,20,741230,False,314
315,0,0,True,315
316,5,1815816,False,316
317,20,225396,False,317
318,5,936145,False,318
319,0,0,True,319
320,25,371962,False,320
321,10,1099718,False,321
322,5,764776,False,322
323,10,1945866,False,323
324,25,241016,False,324
325,5,1047027,False,325
326,5,1708665,False,326
327,5,1331496,False,327
328,25,1826278,False,328
329,10,1502513,False,329
330,5,885252,False,330
331,10,1473030,False,331
332,20,249106,False,332
333,0,0,True,333
334,0,0,True,334
335,0,0,True,335
336,5,1631956,False,336
337,5,1665019,False,337
338,25,836481,False,338
339,0,0,True,339
340,20,905898,False,340
341,10,717056,False,341
342,20,642923,False,342
343,20,1522166,False,343
344,25,1667242,False,344
345,20,559645,False,345
346,25,1263864,False,346
347,0,0,True,347
348,0,0,True,348
349,25,1218388,False,349
350,10,606409,False,350
351,20,1765291,False,351
352,0,0,True,352
353,20,1292464,False,353
354,0,0,True,354
355,25,635294,False,355
356,25,175189,False,356
357,0,0,True,357
358,5,1559104,False,358
359,25,927217,False,359
360,20,957003,False,360
361,5,943232,False,361
362,0,0,True,362
363,5,1469278,False,363
364,5,1182254,False,364
365,10,1376298,False,365
366,5,1955980,False,366
367,25,545419,False,367
368,0,0,True,368
369,0,0,True,369
370,5,1547026,False,370
371,10,1291458,False,371
372,5,1378553,False,372
373,25,1505387,False,373
374,10,414015,False,374
375,0,0,True,375
376,25,460406,False,376
377,5,1572386,False,377
378,20,921679,False,378
379,20,927846,False,379
380,10,1918167,False,380
381,25,765262,False,381
382,0,0,True,382
383,0,0,True,383
384,0,0,True,384
385,20,610743,False,385
386,10,1652636,False,386
387,5,452893,False,387
388,5,1772940,False,388
389,0,0,True,389
390,25,1603298,False,390
391,10,1956341,False,391
392,5,1654190,False,392
393,25,835977,False,393
394,20,571474,False,394
395,20,685613,False,395
396,0,0,True,396
397,20,1888014,False,397
398,5,1105347,False,398
399,0,0,True,399
400,20,1311990,False,400
401,0,0,True,401
402,5,1060339,False,402
403,5,1931119,False,403
404,20,642760,False,404
405,0,0,True,405
406,20,1045438,False,406
407,10,652736,False,407
408,20,1847130,False,408
409,5,1478182,False,409
410,25,1748176,False,410
411,5,814749,False,411
412,5,1307000,False,412
413,25,669386,False,413
414,25,624948,False,414
415,10,1665733,False,415
416,0,0,True,416
417,25,405010,False,417
418,20,1246824,False,418
419,20,188062,False,419
420,20,1263977,False,420
421,5,1701582,False,421
422,0,0,True,422
423,25,506465,False,423
424,0,0,True,424
425,0,0,True,425
426,10,841407,False,426
427,20,1777385,False,427
428,0,0,True,428
429,10,1366533,False,429
430,0,0,True,430
431,10,894758,False,431
432,10,1498568,False,432
433,25,137593,False,433
434,25,1452038,False,434
435,0,0,True,435
436,25,351178,False,436
437,20,377993,False,437
438,25,182457,False,438
439,25,1481918,False,439
440,5,1402384,False,440
441,25,339002,False,441
442,5,265481,False,442
443,5,530235,False,443
444,10,352087,False,444
445,10,1329371,False,445
446,0,0,True,446
447,0,0,True,447
448,0,0,True,448
449,0,0,True,449
450,0,0,True,450
451,0,0,True,451
452,20,560744,False,452
453,10,174116,False,453
454,5,232842,False,454
455,25,655016,False,455
456,0,0,True,456
457,5,1252051,False,457
458,0,0,True,458
459,5,164800,False,459
460,10,586883,False,460
461,25,1900242,False,461
462,10,1935907,False,462
463,25,647440,False,463
464,0,0,True,464
465,20,1668907,False,465
466,0,0,True,466
467,25,319419,False,467
468,25,1160143,False,468
469,20,210054,False,469
470,20,301792,False,470
471,20,744575,False,471
472,10,431285,False,472
473,0,0,True,473
474,25,1299618,False,474
475,5,531018,False,475
476,5,1338305,False,476
477,10,1294821,False,477
478,25,909771,False,478
479,5,1925871,False,479
480,20,1346182,False,480
481,25,339309,False,481
482,5,1502118,False,482
483,25,811000,False,483
484,10,1172255,False,484
485,25,1071371,False,485
486,5,548189,False,486
487,25,1989578,False,487
488,25,1610039,False,488
489,0,0,True,489
490,0,0,True,490
491,0,0,True,491
492,25,725384,False,492
493,5,1473401,False,493
494,20,821952,False,494
495,5,1517605,False,495
496,20,1402755,False,496
497,25,455759,False,497
498,20,1720654,False,498
499,20,1270265,False,499
500,25,1556372,False,500
501,20,1190514,False,501
502,20,1069428,False,502
503,20,184456,False,503
504,0,0,True,504
505,20,1067408,False,505
506,5,411537,False,506
507,5,600352,False,507
508,5,874779,False,508
509,25,1866653,False,509
510,25,1262385,False,510
511,10,417624,False,511
512,10,1354747,False,512
513,0,0,True,513
514,10,882860,False,514
515,25,1327889,False,515
516,0,0,True,516
517,5,1895118,False,517
518,5,379002,False,518
519,25,1514576,False,519
520,20,1399367,False,520
521,0,0,True,521
522,5,232426,False,522
523,25,1111892,False,523
524,10,1769174,False,524
525,0,0,True,525
526,5,1138116,False,526
527,20,1528970,False,527
528,0,0,True,528
529,10,1756429,False,529
530,20,1942465,False,530
531,25,1098088,False,531
532,0,0,True,532
533,5,153336,False,533
534,25,1808213,False,534
535,10,606025,False,535
536,0,0,True,536
537,0,0,True,537
538,10,104225,False,538
539,5,299963,False,539
540,0,0,True,540
541,0,0,True,541
542,25,1341640,False,542
543,5,1784819,False,543
544,5,155394,False,544
545,20,809930,False,545
546,20,1540621,False,546
547,10,1993241,False,547
548,10,819678,False,548
549,10,468377,False,549
550,25,414314,False,550
551,0,0,True,551
552,20,1066677,False,552
553,5,1382178,False,553
554,10,974131,False,554
555,0,0,True,555
556,20,138975,False,556
557,10,379508,False,557
558,0,0,True,558
559,0,0,True,559
560,5,1447273,False,560
561,10,1347389,False,561
562,10,366630,False,562
563,25,334686,False,563
564,25,1857041,False,564
565,25,529462,False,565
566,0,0,True,566
567,20,1951130,False,567
568,0,0,True,568
569,25,126605,False,569
570,20,523086,False,570
571,25,1978630,False,571
572,5,1316115,False,572
573,25,1356859,False,573
574,25,1190805,False,574
575,20,593906,False,575
576,0,0,True,576
577,5,741094,False,577
578,0,0,True,578
579,10,109851,False,579
580,0,0,True,580
581,0,0,True,581
582,5,823467,False,582
583,5,1957993,False,583
584,20,109351,False,584
585,25,737369,False,585
586,0,0,True,586
587,25,709279,False,587
588,0,0,True,588
589,10,140353,False,589
590,25,1691683,False,590
591,0,0,True,591
592,0,0,True,592
593,5,1857682,False,593
594,20,1248789,False,594
595,0,0,True,595
596,0,0,True,596
597,0,0,True,597
598,25,420132,False,598
599,10,1980787,False,599
600,10,801830,False,600
601,20,385681,False,601
602,10,554208,False,602
603,10,1693216,False,603
604,10,1400901,False,604
605,0,0,True,605
606,20,1586786,False,606
607,0,0,True,607
608,25,345787,False,608
609,25,105431,False,609
610,0,0,True,610
611,10,1068039,False,611
612,25,754437,False,612
613,5,1722588,False,613
614,20,317977,False,614
615,5,1206268,False,615
616,25,1361956,False,616
617,0,0,True,617
618,25,244032,False,618
619,5,1392459,False,619
620,5,1378012,False,620
621,0,0,True,621
622,5,743188,False,622
623,0,0,True,623
624,25,946242,False,624
625,5,432987,False,625
626,5,329795,False,626
627,0,0,True,627
628,0,0,True,628
629,20,746639,False,629
630,25,1916249,False,630
631,10,1127548,False,631
632,0,0,True,632
633,10,396876,False,633
634,25,489671,False,634
635,20,1814729,False,635
636,10,1928316,False,636
637,0,0,True,637
638,5,111117,False,638
639,20,302740,False,639
640,0,0,True,640
641,20,386984,False,641
642,25,457570,False,642
643,20,873311,False,643
644,5,1225847,False,644
645,0,0,True,645
646,20,920928,False,646
647,10,798940,False,647
648,0,0,True,648
649,10,148466,False,649
650,25,503455,False,650
651,20,270809,False,651
652,20,690232,False,652
653,20,365940,False,653
654,0,0,True,654
655,0,0,True,655
656,20,1321067,False,656
657,25,272121,False,657
658,0,0,True,658
659,10,1465243,False,659
660,25,1439687,False,660
661,20,126397,False,661
662,25,1970533,False,662
663,5,1263588,False,663
664,5,1929930,False,664
665,5,1598911,False,665
666,0,0,True,666
667,10,1574586,False,667
668,0,0,True,668
669,0,0,True,669
670,20,1299416,False,670
671,10,615279,False,671
672,10,1050777,False,672
673,10,607552,False,673
674,0,0,True,674
675,10,1333757,False,675
676,10,1189471,False,676
677,25,496306,False,677
678,0,0,True,678
679,0,0,True,679
680,20,334555,False,680
681,20,1759643,False,681
682,20,1851992,False,682
683,5,1256919,False,683
684,5,1843544,False,684
685,10,1162485,False,685
686,25,1420684,False,686
687,25,1293881,False,687
688,5,794040,False,688
689,10,143739,False,689
690,10,678528,False,690
691,20,1541431,False,691
692,0,0,True,692
693,20,467031,False,693
694,5,1635672,False,694
695,5,1379680,False,695
696,5,1647927,False,696
697,5,1093182,False,697
698,20,1608351,False,698
699,0,0,True,699
700,0,0,True,700
701,20,199206,False,701
702,20,1959348,False,702
703,20,1823268,False,703
704,0,0,True,704
705,0,0,True,705
706,25,707376,False,706
707,10,308793,False,707
708,20,349533,False,708
709,10,155526,False,709
710,0,0,True,710
711,10,1179783,False,711
712,25,934997,False,712
713,0,0,True,713
714,25,830720,False,714
715,20,834390,False,715
716,0,0,True,716
717,10,1387130,False,717
718,0,0,True,718
719,0,0,True,719
720,25,214976,False,720
721,0,0,True,721
722,0,0,True,722
723,5,884068,False,723
724,5,1972710,False,724
725,10,698581,False,725
726,10,481823,False,726
727,10,895561,False,727
728,20,1473405,False,728
729,10,226487,False,729
730,25,1401855,False,730
731,25,169093,False,731
732,0,0,True,732
733,25,434246,False,733
734,25,828277,False,734
735,10,284024,False,735
736,20,1430247,False,736
737,5,493574,False,737
738,25,162581,False,738
739,25,1050189,False,739
740,5,575442,False,740
741,5,1953286,False,741
742,5,1213444,False,742
743,0,0,True,743
744,0,0,True,744
745,20,850561,False,745
746,5,1608036,False,746
747,0,0,True,747
748,20,1515684,False,748
749,0,0,True,749
